the_date,census_blockid,winner,loser,state,dma_name,block_metric,total_daily,contribution_pct,outlier_type,mover_ind,metric_type
2025-08-15,201550018002032,Metronet,AT&T,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,201679738003039,Wilson Telephone Company,Cox Communications,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,201854707002109,Golden Belt Telephone,AT&T,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,201899652004001,The Pioneer Telephone Association,Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,210099502001010,South Central Rural Telecommunications Cooperative (KY),Comcast,Kentucky,"Bowling Green, KY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,210719206001005,Gearheart Communications,Altice,Kentucky,"Charleston-Huntington, WV-KY-OH",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,211499702003079,Conexon Connect,AT&T,Kentucky,"Evansville, IN-KY-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,210959702004002,Access Cable Television,Harlan Community Television,Kentucky,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,210959705001030,TDS Telecom,Thacker-Grigsby,Kentucky,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,210959709001006,Harlan Community Television,TDS Telecom,Kentucky,"Knoxville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,210930014022013,Comcast,Windstream,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,211110128021005,Apogee Telecom,Spectrum,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,212199502002002,Hopkinsville Electric System,Spectrum,Kentucky,"Nashville, TN-KY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,210350105004044,Murray Electric System,CDE Lightband,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,210399602001045,Zito Media,AT&T,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,220330052002009,WhiteSky Communications,Comcast,Louisiana,"Baton Rouge, LA-MS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,220550021034000,Consolidated,CenturyLink,Louisiana,"Lafayette, LA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,220190009001023,Vexus Fiber,Altice,Louisiana,"Lake Charles, LA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,220690004002011,Pavlov Media,Cox Communications,Louisiana,"Shreveport, LA-TX-AR-OK",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,230099653003003,Starlink,Consolidated,Maine,"Bangor, ME",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,230110160002018,T-Mobile FWA,Spectrum,Maine,"Portland-Auburn, ME-NH",2.0,2.0,1.0,geographic_concentration,True,win
2025-08-15,230239702002019,Comcast,Altice,Maine,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,230039529002029,Pioneer Broadband,Consolidated,Maine,"Presque Isle, ME-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,240037403032017,Astound Broadband,Comcast,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,240419603001001,Easton Utilities Commission,Verizon,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,240230004003011,Shentel,Hughes,Maryland,"Pittsburgh, PA-WV-MD",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,240430007003000,Point Broadband,Comcast,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,250092621002016,Consolidated,Comcast,Massachusetts,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,250250005022000,Starlink,Comcast,Massachusetts,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,250250804011015,Starry,Comcast,Massachusetts,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,260490134021008,Starlink,Brightspeed,Michigan,"Flint-Saginaw-Bay City, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,260639504001077,Agri-Valley Services,Spectrum,Michigan,"Flint-Saginaw-Bay City, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,261299505003044,ViaSat,Spectrum,Michigan,"Flint-Saginaw-Bay City, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,261570005001067,Brightspeed,Spectrum,Michigan,"Flint-Saginaw-Bay City, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,260450209014020,Atlantic Broadband,Cox Communications,Michigan,"Lansing, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,260130001002087,Baraga Telephone Company,Spectrum,Michigan,"Marquette, MI-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,260210017003013,Surf Internet,Comcast,Michigan,"South Bend-Elkhart, IN-MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,260270021003016,Midwest Energy & Communications,Spectrum,Michigan,"South Bend-Elkhart, IN-MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,260979504001002,Packerland Broadband,AT&T,Michigan,"Traverse City-Cadillac, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,271190203001034,Garden Valley Telephone Company,Windstream,Minnesota,"Fargo, ND-MN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,271696707001040,Hiawatha (MN),Norvado,Minnesota,"La Crosse-Eau Claire, WI-MN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,270219607002017,TDS Telecom,CenturyLink,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,270359502041033,Emily Cooperative Telephone Company,Frontier,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,270370608061000,AT&T,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,270434601003026,Bevcomm,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,270490806001065,GigFire,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,270490809003051,Hanson Communications,Bevcomm,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,270530261043005,LiveOak Fiber,Cox Communications,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,270951705002006,ViaSat,Frontier,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,271034801001032,Nuvera,CenturyLink,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,281619502004001,TVI Fiber,MaxxSouth,Mississippi,"Columbus-Tupelo-West Point-Houston, MS-AL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,281510015003003,Altice,Spectrum,Mississippi,"Greenwood-Greenville, MS-AL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,280659502022034,Windstream,Spectrum,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,281479502002038,Conexon Connect,AT&T,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,281499511013008,CableLynx Broadband,Comcast,Mississippi,"Jackson, MS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,291414702002065,Co-Mo Connect,Spectrum,Missouri,"Columbia-Jefferson City, MO",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,290499601005033,United Fiber,Comcast,Missouri,"Kansas City, MO-KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,290839506004024,Conexon Connect,Brightspeed,Missouri,"Kansas City, MO-KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,291574704003007,Big River Telephone,Spectrum,Missouri,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",2.0,2.0,1.0,geographic_concentration,True,win
2025-08-15,290210017001003,Metronet,Altice,Missouri,"St. Joseph, MO-KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,300310008003028,T-Mobile FWA,Spectrum,Montana,"Butte-Bozeman, MT",2.0,2.0,1.0,geographic_concentration,True,win
2025-08-15,300930008003066,Verizon FWA,CenturyLink,Montana,"Butte-Bozeman, MT",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,300210003005047,Mid-Rivers Telephone Cooperative,CenturyLink,Montana,"Glendive, MT",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,300479406001095,Blackfoot Telephone Cooperative,Spectrum,Montana,"Missoula, MT",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,300630012004019,CenturyLink,3 Rivers Telephone Cooperative,Montana,"Missoula, MT",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,310619647002010,Glenwood Telephone Membership Corporation,Allo Communications,Nebraska,"Lincoln & Hastings-Kearney, NE-KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,150090307051001,Verizon FWA,Cincinnati Bell,Hawaii,"Honolulu, HI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,160050011022024,Google Fiber,CenturyLink,Idaho,"Idaho Falls-Pocatello, ID-WY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,160199701001085,FyberCom,Sumo Fiber,Idaho,"Idaho Falls-Pocatello, ID-WY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,160199701004022,Verizon FWA,Anthem Broadband,Idaho,"Idaho Falls-Pocatello, ID-WY",2.0,2.0,1.0,geographic_concentration,True,win
2025-08-18,160299601001014,Optix Media,Comcast,Idaho,"Idaho Falls-Pocatello, ID-WY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,160179503004030,T-Mobile FWA,Ziply Fiber,Idaho,"Spokane, WA-ID-MT-OR",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,160550014001027,Spectrum,Comcast,Idaho,"Spokane, WA-ID-MT-OR",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,170179602001082,Cass Cable TV,T-Mobile FWA,Illinois,"Champaign & Springfield-Decatur, IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,170219585002025,Computer Techniques,Cable One,Illinois,"Champaign & Springfield-Decatur, IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,170730311003083,Mid Century Communications,Mediacom,Illinois,"Davenport-Rock Island-Moline, IA-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,172030306011008,CIRBN,T-Mobile FWA,Illinois,"Peoria-Bloomington, IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,170010011003029,Adams NetWorks,Cable One,Illinois,"Quincy-Hannibal-Keokuk, IL-MO-IA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,171090109002006,Logonix Corporation,Comcast,Illinois,"Quincy-Hannibal-Keokuk, IL-MO-IA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,171194030024004,WhiteSky Communications,Comcast,Illinois,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,171359576003012,Joink,Cable One,Illinois,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,171635033043017,Clearwave Communications,Spectrum,Illinois,"St. Louis, MO-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,180330207001010,Auburn Essential Services,Cox Communications,Indiana,"Ft. Wayne, IN-OH",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,181139724003071,Ligtel Communications,Brightspeed,Indiana,"Ft. Wayne, IN-OH",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,180118105001020,TDS Telecom,Spectrum,Indiana,"Indianapolis, IN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,181050012005010,WhiteSky Communications,Comcast,Indiana,"Indianapolis, IN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,181439671002000,Jackson County REMC,Smithville Telephone Co.,Indiana,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,180210403003007,Endeavor Communications,Joink,Indiana,"Terre Haute, IN-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,180210403003007,Joink,Verizon FWA,Indiana,"Terre Haute, IN-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,190119605001061,ATC Communications,ImOn Communications,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,191712904001022,Norvado,Spectrum,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,191390510001000,Muscatine Power and Water,CenturyLink,Iowa,"Davenport-Rock Island-Moline, IA-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,191099504003030,Algona Municipal Utilities,Mediacom,Iowa,"Des Moines-Ames, IA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,191550312001009,Cox Communications,Brightspeed,Iowa,"Omaha, NE-IA-MO",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,191550313002071,Google Fiber,CenturyLink,Iowa,"Omaha, NE-IA-MO",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,190812701003089,Consolidated,Spectrum,Iowa,"Rochester-Mason City-Austin, MN-IA-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,191315603004002,Osage Municipal Communications Utility,Comcast,Iowa,"Rochester-Mason City-Austin, MN-IA-IL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,200039536001166,KwiKom Communications,Brightspeed,Kansas,"Kansas City, MO-KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,200050819001040,Carson Communications,Comcast,Kansas,"Kansas City, MO-KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,200450009021000,Pavlov Media,Google Fiber,Kansas,"Kansas City, MO-KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201550018002011,Comcast,Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201550018002021,Fort Collins Connexion,Comcast,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201550018002021,Frontier,Altice,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201550018002021,Gibson Connect,Cable One,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201550018002021,Greenlight Networks (NY),Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201550018002021,Lumos,Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201550018002021,Verizon,Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201550018002021,Vexus Fiber,Altice,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,201599673001071,Mutual Telephone Company,IdeaTek,Kansas,"Wichita-Hutchinson Plus, KS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,211759504003008,Mountain Telephone,Spectrum,Kentucky,"Lexington, KY",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,210930008001029,ViaSat,Brandenburg Telephone Company,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,211110041001000,Apogee Telecom,Mountain Telephone,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,211639704012015,Brandenburg Telephone Company,Spectrum,Kentucky,"Louisville, KY-IN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,210350105004044,Murray Electric System,Frontier,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,210830205001122,WK&T,Spectrum,Kentucky,"Paducah-Cape Girardeau-Harrisburg, KY-MO-IL-TN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,220039501002021,Fastwyre Broadband,AT&T,Louisiana,"Lake Charles, LA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,220659601001225,Windstream,Comcast,Louisiana,"Monroe-El Dorado, LA-AR",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,220710127003008,Starlink,Verizon FWA,Louisiana,"New Orleans, LA-MS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,220170250004027,Brightspeed,Cable One,Louisiana,"Shreveport, LA-TX-AR-OK",2.0,2.0,1.0,geographic_concentration,True,win
2025-08-18,221190313002004,Cable One,AT&T,Louisiana,"Shreveport, LA-TX-AR-OK",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,230190125001025,GoNetspeed,Spectrum,Maine,"Bangor, ME",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,230239702002019,Comcast,AT&T,Maine,"Portland-Auburn, ME-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,230039524004034,Pioneer Broadband,Consolidated,Maine,"Presque Isle, ME-NH",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,240037409001000,Starlink,Spectrum,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,240419603001001,Easton Utilities Commission,Spectrum,Maryland,"Baltimore, MD",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,240199703003015,Bay Country Communications,Comcast,Maryland,"Salisbury, MD-DE",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,240217512022005,Shentel,Comcast,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,240317008281004,Astound Broadband,Comcast,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,240338051011003,Single Digits,Comcast,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,240430113021031,Antietam Broadband,Comcast,Maryland,"Washington, DC-VA-MD-WV-PA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,250199505002030,Hughes,Comcast,Massachusetts,"Boston, MA-NH-VT",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,250056318003006,Starlink,Sonic,Massachusetts,"Providence-New Bedford, RI-MA",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,260490126032007,Brightspeed,ViaSat,Michigan,"Flint-Saginaw-Bay City, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,260250036003011,Conexon Connect,Comcast,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,260810120021003,Point Broadband,Spectrum,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-18,261179709001015,CMSInter.net,Altice,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,010439654011027,Sprout Fiber Internet,AT&T,Alabama,"Birmingham, AL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,010950308011001,FarmersTel (AL),Spectrum,Alabama,"Huntsville-Decatur, AL-TN",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,010970037103027,Starlink,CenturyLink,Alabama,"Mobile-Pensacola, AL-FL-MS",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,010119525001025,Mon-Cre Telephone Cooperative,Comcast,Alabama,"Montgomery-Selma, AL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,010510305003038,Windstream,WOW!,Alabama,"Montgomery-Selma, AL",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,021700010041030,AT&T,Comcast,Alaska,"Anchorage, AK",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,021700010041030,MTA Solutions,Consolidated,Alaska,"Anchorage, AK",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,021880002004012,Alaska Communications Systems,Starlink,Alaska,"Unmeasured Alaska, AK",1.0,1.0,1.0,geographic_concentration,True,win
2025-08-15,040134223011009,Millennium Telcom,Comcast,Arizona,"Phoenix, AZ",1.0,1.0,1.0,geographic_concentration,True,win
