the_date,winner,loser,h2h_wins,h2h_share
2025-02-28,Starlink,CenturyLink,11.0,100.0
2025-02-28,Ziply Fiber,Comcast,10.0,100.0
2025-02-28,Google Fiber,Spectrum,10.0,100.0
2025-02-28,TDS Telecom,Comcast,10.0,100.0
2025-02-28,Comcast,Hotwire Fision,10.0,100.0
2025-02-28,WOW!,Comcast,10.0,100.0
2025-02-28,Spectrum,Hughes,10.0,100.0
2025-02-28,Verizon FWA,Altice,10.0,100.0
2025-02-28,Spectrum,TDS Telecom,10.0,100.0
2025-03-01,Spectrum,Comcast,454.0,100.0
2025-03-01,Comcast,Spectrum,449.6666666666667,100.0
2025-03-01,AT&T,Comcast,349.0,100.0
2025-03-01,AT&T,Spectrum,317.0,100.0
2025-03-01,T-Mobile FWA,Comcast,301.6666666666667,100.0
2025-03-01,Spectrum,AT&T,291.6666666666667,100.0
2025-03-01,T-Mobile FWA,Spectrum,279.0,100.0
2025-03-01,Comcast,AT&T,258.3333333333333,100.0
2025-03-01,Verizon FWA,Comcast,184.0,100.0
2025-03-01,Verizon FWA,Spectrum,176.0,100.0
2025-03-01,Frontier,Spectrum,173.0,100.0
2025-03-01,Spectrum,T-Mobile FWA,172.0,100.0
2025-03-01,Comcast,T-Mobile FWA,145.33333333333334,100.0
2025-03-01,Spectrum,Frontier,127.0,100.0
2025-03-01,Verizon,Comcast,125.33333333333334,100.0
2025-03-01,Comcast,Verizon,117.66666666666667,100.0
2025-03-01,T-Mobile FWA,AT&T,113.0,100.0
2025-03-01,Frontier,Comcast,105.0,100.0
2025-03-01,Comcast,CenturyLink,98.0,100.0
2025-03-01,CenturyLink,Comcast,86.0,100.0
2025-03-01,Spectrum,Cox Communications,81.0,100.0
2025-03-01,Spectrum,Verizon FWA,80.0,100.0
2025-03-01,Cox Communications,Spectrum,77.0,100.0
2025-03-01,T-Mobile FWA,Cox Communications,71.0,100.0
2025-03-01,Comcast,Frontier,70.0,100.0
2025-03-01,Comcast,Cox Communications,69.0,100.0
2025-03-01,AT&T,Cox Communications,65.0,100.0
2025-03-01,Verizon,Spectrum,64.0,100.0
2025-03-01,AT&T,T-Mobile FWA,63.0,100.0
2025-03-01,Cox Communications,Comcast,63.0,100.0
2025-03-01,Verizon FWA,AT&T,60.0,100.0
2025-03-01,Comcast,Verizon FWA,55.0,100.0
2025-03-01,Comcast,Altice,55.0,100.0
2025-03-01,Spectrum,Verizon,54.0,100.0
2025-03-01,Spectrum,Altice,51.0,100.0
2025-03-01,CenturyLink,Spectrum,51.0,100.0
2025-03-01,Spectrum,CenturyLink,50.0,100.0
2025-03-01,Spectrum,Windstream,45.0,100.0
2025-03-01,Altice,Spectrum,44.66666666666667,100.0
2025-03-01,Verizon,Altice,44.0,100.0
2025-03-01,Verizon FWA,Cox Communications,44.0,100.0
2025-03-01,T-Mobile FWA,Altice,43.0,100.0
2025-03-01,Windstream,Spectrum,41.0,100.0
2025-03-01,CenturyLink,Cox Communications,40.0,100.0
2025-03-01,Cox Communications,AT&T,39.0,100.0
2025-03-01,Altice,Comcast,37.0,100.0
2025-03-01,Cox Communications,CenturyLink,35.0,100.0
2025-03-01,Spectrum,Brightspeed,34.0,100.0
2025-03-01,Brightspeed,Spectrum,34.0,100.0
2025-03-01,Cox Communications,T-Mobile FWA,34.0,100.0
2025-03-01,Altice,AT&T,34.0,100.0
2025-03-01,Google Fiber,Spectrum,32.0,100.0
2025-03-01,Verizon FWA,T-Mobile FWA,31.0,100.0
2025-03-01,T-Mobile FWA,CenturyLink,30.0,100.0
2025-03-01,T-Mobile FWA,Verizon,30.0,100.0
2025-03-01,Altice,Verizon,30.0,100.0
2025-03-01,Cincinnati Bell,Spectrum,29.333333333333332,100.0
2025-03-01,Starlink,Comcast,29.0,100.0
2025-03-01,Google Fiber,Comcast,28.0,100.0
2025-03-01,T-Mobile FWA,Frontier,27.0,100.0
2025-03-01,Hotwire Fision,Comcast,27.0,100.0
2025-03-01,TDS Telecom,Spectrum,27.0,100.0
2025-03-01,WOW!,Comcast,26.0,100.0
2025-03-01,Comcast,Atlantic Broadband,26.0,100.0
2025-03-01,Comcast,WOW!,26.0,100.0
2025-03-01,T-Mobile FWA,Verizon FWA,26.0,100.0
2025-03-01,AT&T,Frontier,25.0,100.0
2025-03-01,Windstream,Comcast,25.0,100.0
2025-03-01,Altice,T-Mobile FWA,24.333333333333336,100.0
2025-03-01,Brightspeed,Comcast,24.0,100.0
2025-03-01,Metronet,Comcast,24.0,100.0
2025-03-01,Ziply Fiber,Comcast,24.0,100.0
2025-03-01,Starlink,Spectrum,23.0,100.0
2025-03-01,Comcast,Astound Broadband,23.0,100.0
2025-03-01,Comcast,Windstream,22.0,100.0
2025-03-01,Verizon FWA,Altice,22.0,100.0
2025-03-01,Spectrum,Consolidated,22.0,100.0
2025-03-01,Consolidated,Spectrum,22.0,100.0
2025-03-01,Frontier,Altice,20.0,100.0
2025-03-01,Mediacom,Comcast,20.0,100.0
2025-03-01,Comcast,Cable One,20.0,100.0
2025-03-01,Comcast,Mediacom,20.0,100.0
2025-03-01,Spectrum,Metronet,20.0,100.0
2025-03-01,Comcast,Hotwire Fision,20.0,100.0
2025-03-01,Frontier,AT&T,20.0,100.0
2025-03-01,AT&T,Altice,19.0,100.0
2025-03-01,Consolidated,Comcast,19.0,100.0
2025-03-01,AT&T,Verizon FWA,19.0,100.0
2025-03-01,Mediacom,Spectrum,19.0,100.0
2025-03-01,Altice,Frontier,19.0,100.0
2025-03-01,Astound Broadband,Comcast,19.0,100.0
2025-03-01,Cable One,Spectrum,19.0,100.0
2025-03-01,TDS Telecom,Comcast,18.0,100.0
2025-03-01,Verizon,Cox Communications,18.0,100.0
2025-03-01,Lumos,Spectrum,18.0,100.0
2025-03-01,Verizon FWA,Verizon,17.0,100.0
2025-03-01,Cox Communications,Verizon FWA,17.0,100.0
2025-03-01,Metronet,Spectrum,17.0,100.0
2025-03-01,Atlantic Broadband,Comcast,17.0,100.0
2025-03-01,Verizon FWA,CenturyLink,17.0,100.0
2025-03-01,Spectrum,Mediacom,17.0,100.0
2025-03-01,Spectrum,Starlink,17.0,100.0
2025-03-01,Spectrum,Cincinnati Bell,17.0,100.0
2025-03-01,Hotwire Fision,Spectrum,16.0,100.0
2025-03-01,Astound Broadband,Spectrum,16.0,100.0
2025-03-01,Ziply Fiber,Spectrum,16.0,100.0
2025-03-01,Starlink,Frontier,16.0,100.0
2025-03-01,Spectrum,WOW!,16.0,100.0
2025-03-01,Cable One,Comcast,15.0,100.0
2025-03-01,Frontier,Cox Communications,15.0,100.0
2025-03-01,T-Mobile FWA,Windstream,15.0,100.0
2025-03-01,Verizon FWA,Frontier,15.0,100.0
2025-03-01,Verizon,T-Mobile FWA,15.0,100.0
2025-03-01,Starlink,AT&T,14.0,100.0
2025-03-01,Comcast,Starlink,14.0,100.0
2025-03-01,Verizon FWA,Brightspeed,14.0,100.0
2025-03-01,Spectrum,Cable One,14.0,100.0
2025-03-01,Spectrum,Google Fiber,14.0,100.0
2025-03-01,Spectrum,TDS Telecom,13.0,100.0
2025-03-01,Frontier,T-Mobile FWA,13.0,100.0
2025-03-01,Spectrum,Atlantic Broadband,13.0,100.0
2025-03-01,Verizon,AT&T,13.0,100.0
2025-03-01,Hughes,Comcast,12.0,100.0
2025-03-01,T-Mobile FWA,Cable One,12.0,100.0
2025-03-01,Comcast,TDS Telecom,12.0,100.0
2025-03-01,Cox Communications,Verizon,12.0,100.0
2025-03-01,Comcast,Google Fiber,12.0,100.0
2025-03-01,Cox Communications,Altice,12.0,100.0
2025-03-01,Ezee Fiber,Comcast,12.0,100.0
2025-03-01,T-Mobile FWA,Brightspeed,12.0,100.0
2025-03-01,Cable One,AT&T,12.0,100.0
2025-03-01,AT&T,Mediacom,12.0,100.0
2025-03-01,Comcast,Metronet,12.0,100.0
2025-03-01,Armstrong,Comcast,11.0,100.0
2025-03-01,Spectrum,Hotwire Fision,11.0,100.0
2025-03-01,AT&T,CenturyLink,11.0,100.0
2025-03-01,Starlink,Brightspeed,11.0,100.0
2025-03-01,Verizon FWA,Windstream,11.0,100.0
2025-03-01,Mediacom,T-Mobile FWA,11.0,100.0
2025-03-01,AT&T,Windstream,11.0,100.0
2025-03-01,Armstrong,Spectrum,11.0,100.0
2025-03-01,T-Mobile FWA,Mediacom,10.0,100.0
2025-03-01,Comcast,Armstrong,10.0,100.0
2025-03-01,Vexus Fiber,Altice,10.0,100.0
2025-03-01,AT&T,Cable One,10.0,100.0
2025-03-01,Comcast,Brightspeed,10.0,100.0
2025-03-01,Spectrum,Horry,10.0,100.0
2025-03-01,AT&T,Verizon,10.0,100.0
2025-03-02,Spectrum,Comcast,509.0,100.0
2025-03-02,Comcast,Spectrum,485.3333333333333,100.0
2025-03-02,Spectrum,AT&T,347.0,100.0
2025-03-02,T-Mobile FWA,Comcast,328.6666666666667,100.00000000000001
2025-03-02,AT&T,Comcast,303.3333333333333,100.0
2025-03-02,Comcast,AT&T,295.0,100.0
2025-03-02,AT&T,Spectrum,277.0,100.0
2025-03-02,T-Mobile FWA,Spectrum,252.0,100.0
2025-03-02,Spectrum,T-Mobile FWA,167.0,100.0
2025-03-02,Frontier,Spectrum,160.0,100.0
2025-03-02,Comcast,T-Mobile FWA,159.0,100.0
2025-03-02,Verizon FWA,Spectrum,156.0,100.0
2025-03-02,Verizon FWA,Comcast,139.0,100.0
2025-03-02,CenturyLink,Comcast,121.0,100.0
2025-03-02,Spectrum,Frontier,116.0,100.0
2025-03-02,Comcast,Verizon,115.66666666666667,100.0
2025-03-02,Verizon,Comcast,111.0,100.0
2025-03-02,Comcast,CenturyLink,106.0,100.0
2025-03-02,Comcast,Frontier,96.0,100.0
2025-03-02,T-Mobile FWA,AT&T,90.0,100.0
2025-03-02,Cox Communications,Spectrum,90.0,100.0
2025-03-02,Cox Communications,Comcast,86.0,100.0
2025-03-02,Frontier,Comcast,86.0,100.0
2025-03-02,Spectrum,Verizon,85.0,100.0
2025-03-02,Spectrum,Cox Communications,78.0,100.0
2025-03-02,Comcast,Cox Communications,72.0,100.0
2025-03-02,AT&T,Cox Communications,69.0,100.0
2025-03-02,Verizon,Spectrum,66.66666666666667,100.0
2025-03-02,Spectrum,Verizon FWA,64.0,100.0
2025-03-02,Comcast,Verizon FWA,63.0,100.0
2025-03-02,Comcast,Altice,59.0,100.0
2025-03-02,Cox Communications,AT&T,54.0,100.0
2025-03-02,CenturyLink,Spectrum,51.0,100.0
2025-03-02,Spectrum,Windstream,50.0,100.0
2025-03-02,Verizon FWA,AT&T,49.0,100.0
2025-03-02,Altice,Spectrum,49.0,100.0
2025-03-02,AT&T,T-Mobile FWA,49.0,100.0
2025-03-02,Spectrum,CenturyLink,47.0,100.0
2025-03-02,CenturyLink,Cox Communications,46.0,100.0
2025-03-02,T-Mobile FWA,Cox Communications,44.0,100.0
2025-03-02,Brightspeed,Spectrum,42.0,100.0
2025-03-02,Spectrum,Altice,42.0,100.0
2025-03-02,Spectrum,WOW!,39.0,100.0
2025-03-02,Windstream,Spectrum,39.0,100.0
2025-03-02,Cox Communications,CenturyLink,39.0,100.0
2025-03-02,Verizon FWA,Cox Communications,37.0,100.0
2025-03-02,T-Mobile FWA,Verizon,33.0,100.0
2025-03-02,Altice,Comcast,32.66666666666667,100.0
2025-03-02,T-Mobile FWA,Altice,32.0,100.0
2025-03-02,Google Fiber,Spectrum,32.0,100.0
2025-03-02,Comcast,WOW!,31.0,100.0
2025-03-02,Starlink,Comcast,29.0,100.0
2025-03-02,Comcast,Cable One,28.0,100.0
2025-03-02,Spectrum,Brightspeed,28.0,100.0
2025-03-02,AT&T,Frontier,27.0,100.0
2025-03-02,Cincinnati Bell,Spectrum,27.0,100.0
2025-03-02,Comcast,Mediacom,27.0,100.0
2025-03-02,Verizon,AT&T,27.0,100.0
2025-03-02,AT&T,Mediacom,26.0,100.0
2025-03-02,T-Mobile FWA,Frontier,26.0,100.0
2025-03-02,Starlink,Spectrum,26.0,100.0
2025-03-02,T-Mobile FWA,CenturyLink,26.0,100.0
2025-03-02,Frontier,Altice,25.0,100.0
2025-03-02,Verizon FWA,T-Mobile FWA,25.0,100.0
2025-03-02,Cox Communications,T-Mobile FWA,25.0,100.0
2025-03-02,Spectrum,Mediacom,24.0,100.0
2025-03-02,AT&T,Altice,24.0,100.0
2025-03-02,Comcast,Hotwire Fision,24.0,100.0
2025-03-02,Spectrum,Google Fiber,23.0,100.0
2025-03-02,Altice,AT&T,23.0,100.0
2025-03-02,CenturyLink,AT&T,22.0,100.0
2025-03-02,WOW!,Comcast,22.0,100.0
2025-03-02,Hotwire Fision,Comcast,22.0,100.0
2025-03-02,Spectrum,Cincinnati Bell,21.0,100.0
2025-03-02,Astound Broadband,Comcast,21.0,100.0
2025-03-02,Google Fiber,Comcast,21.0,100.0
2025-03-02,Cox Communications,Verizon,21.0,100.0
2025-03-02,Verizon,Cox Communications,20.0,100.0
2025-03-02,Cable One,Comcast,20.0,100.0
2025-03-02,Brightspeed,Comcast,20.0,100.0
2025-03-02,Altice,T-Mobile FWA,20.0,100.0
2025-03-02,Frontier,AT&T,20.0,100.0
2025-03-02,Mediacom,Comcast,20.0,100.0
2025-03-02,T-Mobile FWA,Verizon FWA,19.0,100.0
2025-03-02,Atlantic Broadband,Spectrum,19.0,100.0
2025-03-02,Verizon FWA,Frontier,19.0,100.0
2025-03-02,Mediacom,Spectrum,19.0,100.0
2025-03-02,AT&T,Verizon,19.0,100.0
2025-03-02,Frontier,Verizon,18.0,100.0
2025-03-02,Comcast,Consolidated,18.0,100.0
2025-03-02,Consolidated,Comcast,18.0,100.0
2025-03-02,Comcast,Brightspeed,18.0,100.0
2025-03-02,Consolidated,Spectrum,18.0,100.0
2025-03-02,Atlantic Broadband,Comcast,18.0,100.0
2025-03-02,Metronet,Spectrum,17.0,100.0
2025-03-02,Comcast,Windstream,17.0,100.0
2025-03-02,Spectrum,Armstrong,17.0,100.0
2025-03-02,TDS Telecom,Spectrum,17.0,100.0
2025-03-02,Spectrum,Atlantic Broadband,16.0,100.0
2025-03-02,Verizon FWA,CenturyLink,16.0,100.0
2025-03-02,Cable One,Spectrum,16.0,100.0
2025-03-02,Verizon,Altice,15.666666666666666,100.0
2025-03-02,TDS Telecom,Comcast,15.0,100.0
2025-03-02,Spectrum,Metronet,15.0,100.0
2025-03-02,Spectrum,TDS Telecom,15.0,100.0
2025-03-02,Windstream,Comcast,15.0,100.0
2025-03-02,Spectrum,Consolidated,15.0,100.0
2025-03-02,Horry,Spectrum,15.0,100.0
2025-03-02,Verizon FWA,Windstream,15.0,100.0
2025-03-02,Verizon,T-Mobile FWA,14.0,100.0
2025-03-02,Altice,Verizon FWA,14.0,100.0
2025-03-02,Spectrum,Cable One,14.0,100.0
2025-03-02,Ziply Fiber,Comcast,14.0,100.0
2025-03-02,Hotwire Fision,Spectrum,14.0,100.0
2025-03-02,Metronet,Comcast,14.0,100.0
2025-03-02,Starlink,AT&T,14.0,100.0
2025-03-02,Cox Communications,Verizon FWA,13.0,100.0
2025-03-02,Metronet,Mediacom,13.0,100.0
2025-03-02,Google Fiber,AT&T,13.0,100.0
2025-03-02,Comcast,Atlantic Broadband,13.0,100.0
2025-03-02,Spectrum,Horry,13.0,100.0
2025-03-02,Altice,Frontier,13.0,100.0
2025-03-02,Lumos,Spectrum,13.0,100.0
2025-03-02,Starlink,CenturyLink,13.0,100.0
2025-03-02,Astound Broadband,Spectrum,13.0,100.0
2025-03-02,Armstrong,Spectrum,13.0,100.0
2025-03-02,Starlink,Brightspeed,13.0,100.0
2025-03-02,Comcast,Ziply Fiber,12.0,100.0
2025-03-02,Verizon FWA,Cable One,12.0,100.0
2025-03-02,AT&T,Windstream,12.0,100.0
2025-03-02,T-Mobile FWA,Brightspeed,12.0,100.0
2025-03-02,AT&T,WOW!,12.0,100.0
2025-03-02,Spectrum,Hotwire Fision,12.0,100.0
2025-03-02,Starlink,Frontier,12.0,100.0
2025-03-02,AT&T,Cable One,12.0,100.0
2025-03-02,Comcast,Astound Broadband,12.0,100.0
2025-03-02,Altice,Verizon,11.000000000000002,100.0
2025-03-02,AT&T,Verizon FWA,11.0,100.0
2025-03-02,Frontier,Cox Communications,11.0,100.0
2025-03-02,Comcast,Starlink,11.0,100.0
2025-03-02,Cox Communications,Frontier,11.0,100.0
2025-03-02,Spectrum,Starlink,11.0,100.0
2025-03-02,AT&T,Starlink,11.0,100.0
2025-03-02,Comcast,Google Fiber,11.0,100.0
2025-03-02,AT&T,CenturyLink,11.0,100.0
2025-03-02,Starlink,Verizon FWA,11.0,100.0
2025-03-02,T-Mobile FWA,Mediacom,11.0,100.0
2025-03-02,Verizon FWA,Brightspeed,11.0,100.0
2025-03-02,Verizon FWA,Verizon,11.0,100.0
2025-03-02,Verizon FWA,Altice,11.0,100.0
2025-03-02,Horry,Comcast,10.0,100.0
2025-03-02,Comcast,TDS Telecom,10.0,100.0
2025-03-02,Verizon FWA,Mediacom,10.0,100.0
2025-03-02,AT&T,Google Fiber,10.0,100.0
2025-03-02,Spectrum,Astound Broadband,10.0,100.0
2025-03-02,Astound Broadband,AT&T,10.0,100.0
2025-03-02,Frontier,T-Mobile FWA,10.0,100.0
2025-03-02,T-Mobile FWA,Cable One,10.0,100.0
2025-03-02,WOW!,Spectrum,10.0,100.0
2025-03-02,Verizon,Frontier,10.0,100.0
2025-03-03,Spectrum,Comcast,283.0,100.0
2025-03-03,Comcast,Spectrum,260.0,100.0
2025-03-03,AT&T,Spectrum,220.0,100.0
2025-03-03,AT&T,Comcast,201.33333333333334,100.00000000000001
2025-03-03,T-Mobile FWA,Comcast,194.0,100.0
2025-03-03,Comcast,AT&T,191.0,100.0
2025-03-03,Spectrum,AT&T,191.0,100.0
2025-03-03,T-Mobile FWA,Spectrum,142.0,100.0
2025-03-03,Comcast,T-Mobile FWA,103.0,100.0
2025-03-03,Spectrum,T-Mobile FWA,94.0,100.0
2025-03-03,Frontier,Spectrum,93.0,100.0
2025-03-03,Verizon FWA,Comcast,93.0,100.0
2025-03-03,Verizon FWA,Spectrum,91.0,100.0
2025-03-03,Spectrum,Frontier,87.0,100.0
2025-03-03,Verizon,Comcast,79.0,100.0
2025-03-03,Comcast,Verizon,75.0,100.0
2025-03-03,Cox Communications,Spectrum,60.0,100.0
2025-03-03,Cox Communications,Comcast,59.0,100.0
2025-03-03,Spectrum,Cox Communications,56.0,100.0
2025-03-03,Comcast,Cox Communications,53.0,100.0
2025-03-03,T-Mobile FWA,AT&T,51.0,100.0
2025-03-03,Frontier,Comcast,49.0,100.0
2025-03-03,Spectrum,Verizon,48.0,100.0
2025-03-03,Comcast,Frontier,48.0,100.0
2025-03-03,CenturyLink,Comcast,48.0,100.0
2025-03-03,Verizon,Spectrum,44.0,100.0
2025-03-03,Spectrum,Verizon FWA,42.0,100.0
2025-03-03,Altice,Spectrum,39.33333333333333,100.0
2025-03-03,Comcast,CenturyLink,38.0,100.0
2025-03-03,Spectrum,Altice,37.0,100.0
2025-03-03,T-Mobile FWA,Cox Communications,36.0,100.0
2025-03-03,AT&T,Cox Communications,35.0,100.0
2025-03-03,Comcast,Altice,34.0,100.0
2025-03-03,CenturyLink,Spectrum,33.0,100.0
2025-03-03,Cox Communications,CenturyLink,31.0,100.0
2025-03-03,Cox Communications,AT&T,31.0,100.0
2025-03-03,Spectrum,CenturyLink,30.0,100.0
2025-03-03,Spectrum,Brightspeed,29.0,100.0
2025-03-03,Windstream,Spectrum,28.0,100.0
2025-03-03,Google Fiber,Spectrum,28.0,100.0
2025-03-03,AT&T,T-Mobile FWA,27.0,100.0
2025-03-03,T-Mobile FWA,Altice,25.0,100.0
2025-03-03,Spectrum,WOW!,25.0,100.0
2025-03-03,Comcast,Verizon FWA,25.0,100.0
2025-03-03,Cox Communications,T-Mobile FWA,23.0,100.0
2025-03-03,Altice,AT&T,22.0,100.0
2025-03-03,CenturyLink,Cox Communications,22.0,100.0
2025-03-03,Metronet,Spectrum,22.0,100.0
2025-03-03,Verizon FWA,AT&T,22.0,100.0
2025-03-03,Verizon FWA,Cox Communications,21.0,100.0
2025-03-03,Starlink,Spectrum,20.0,100.0
2025-03-03,Brightspeed,Spectrum,20.0,100.0
2025-03-03,Frontier,AT&T,19.0,100.0
2025-03-03,Verizon FWA,T-Mobile FWA,19.0,100.0
2025-03-03,Ziply Fiber,Comcast,19.0,100.0
2025-03-03,Spectrum,Mediacom,17.0,100.0
2025-03-03,T-Mobile FWA,Verizon FWA,17.0,100.0
2025-03-03,CenturyLink,T-Mobile FWA,16.0,100.0
2025-03-03,Comcast,Metronet,16.0,100.0
2025-03-03,AT&T,Altice,16.0,100.0
2025-03-03,T-Mobile FWA,CenturyLink,16.0,100.0
2025-03-03,Comcast,Atlantic Broadband,16.0,100.0
2025-03-03,Comcast,Mediacom,15.0,100.0
2025-03-03,Comcast,Windstream,15.0,100.0
2025-03-03,Spectrum,Metronet,15.0,100.0
2025-03-03,AT&T,Verizon,15.0,100.0
2025-03-03,Atlantic Broadband,Comcast,14.0,100.0
2025-03-03,Comcast,Google Fiber,14.0,100.0
2025-03-03,Spectrum,Cincinnati Bell,14.0,100.0
2025-03-03,Spectrum,Windstream,14.0,100.0
2025-03-03,Verizon,AT&T,14.0,100.0
2025-03-03,Verizon FWA,Frontier,14.0,100.0
2025-03-03,AT&T,Verizon FWA,13.0,100.0
2025-03-03,Altice,Comcast,13.0,100.0
2025-03-03,TDS Telecom,Spectrum,13.0,100.0
2025-03-03,Spectrum,TDS Telecom,13.0,100.0
2025-03-03,Spectrum,Google Fiber,13.0,100.0
2025-03-03,Starlink,Comcast,13.0,100.0
2025-03-03,Comcast,Cable One,12.0,100.0
2025-03-03,Verizon,Altice,12.0,100.0
2025-03-03,Comcast,WOW!,12.0,100.0
2025-03-03,Comcast,TDS Telecom,12.0,100.0
2025-03-03,Verizon FWA,Altice,12.0,100.0
2025-03-03,Mediacom,Spectrum,12.0,100.0
2025-03-03,WOW!,Comcast,12.0,100.0
2025-03-03,Comcast,Hotwire Fision,12.0,100.0
2025-03-03,T-Mobile FWA,Frontier,12.0,100.0
2025-03-03,Comcast,Consolidated,11.0,100.0
2025-03-03,AT&T,CenturyLink,11.0,100.0
2025-03-03,Frontier,Altice,11.0,100.0
2025-03-03,AT&T,Frontier,11.0,100.0
2025-03-03,AT&T,Mediacom,11.0,100.0
2025-03-03,Cable One,Comcast,11.0,100.0
2025-03-03,Consolidated,Comcast,11.0,100.0
2025-03-03,Verizon FWA,CenturyLink,11.0,100.0
2025-03-03,Astound Broadband,Comcast,11.0,100.0
2025-03-03,Altice,Verizon,10.666666666666666,99.99999999999999
2025-03-03,Spectrum,Cable One,10.0,100.0
2025-03-03,Cable One,Spectrum,10.0,100.0
2025-03-03,Comcast,Astound Broadband,10.0,100.0
2025-03-03,Spectrum,Hotwire Fision,10.0,100.0
2025-03-03,Cincinnati Bell,Spectrum,10.0,100.0
2025-03-03,Spectrum,Starlink,10.0,100.0
2025-03-03,Starlink,AT&T,10.0,100.0
2025-03-03,Spectrum,Atlantic Broadband,10.0,100.0
2025-03-03,Windstream,Comcast,10.0,100.0
2025-03-03,Starlink,CenturyLink,10.0,100.0
2025-03-04,Comcast,Spectrum,337.0,100.0
2025-03-04,Spectrum,Comcast,332.0,100.0
2025-03-04,AT&T,Comcast,253.66666666666666,100.0
2025-03-04,T-Mobile FWA,Comcast,238.0,100.0
2025-03-04,AT&T,Spectrum,231.0,100.0
2025-03-04,Spectrum,AT&T,228.0,100.0
2025-03-04,Comcast,AT&T,202.0,100.0
2025-03-04,T-Mobile FWA,Spectrum,195.0,100.0
2025-03-04,Frontier,Spectrum,140.0,100.0
2025-03-04,Verizon FWA,Spectrum,139.0,100.0
2025-03-04,Spectrum,T-Mobile FWA,125.0,100.0
2025-03-04,Comcast,T-Mobile FWA,113.0,100.0
2025-03-04,Verizon FWA,Comcast,106.0,100.0
2025-03-04,Verizon,Comcast,104.66666666666666,100.0
2025-03-04,Comcast,Verizon,98.0,100.0
2025-03-04,Spectrum,Frontier,89.0,100.0
2025-03-04,CenturyLink,Comcast,83.0,100.0
2025-03-04,T-Mobile FWA,AT&T,78.0,100.0
2025-03-04,Frontier,Comcast,74.0,100.0
2025-03-04,Comcast,CenturyLink,69.0,100.0
2025-03-04,Cox Communications,Spectrum,66.0,100.0
2025-03-04,Comcast,Frontier,60.0,100.0
2025-03-04,Spectrum,Cox Communications,58.0,100.0
2025-03-04,AT&T,Cox Communications,57.0,100.0
2025-03-04,Spectrum,Verizon,51.0,100.0
2025-03-04,Comcast,Verizon FWA,49.0,100.0
2025-03-04,Verizon,Spectrum,49.0,100.0
2025-03-04,Comcast,Cox Communications,48.0,100.0
2025-03-04,Comcast,Altice,47.0,100.0
2025-03-04,Spectrum,Verizon FWA,46.0,100.0
2025-03-04,Spectrum,Windstream,45.0,100.0
2025-03-04,T-Mobile FWA,Cox Communications,44.0,100.0
2025-03-04,Cox Communications,Comcast,44.0,100.0
2025-03-04,AT&T,T-Mobile FWA,43.0,100.0
2025-03-04,Verizon FWA,AT&T,41.0,100.0
2025-03-04,Google Fiber,Spectrum,36.0,100.0
2025-03-04,Brightspeed,Spectrum,35.0,100.0
2025-03-04,Spectrum,CenturyLink,34.0,100.0
2025-03-04,Consolidated,Comcast,33.0,100.0
2025-03-04,Altice,Spectrum,33.0,100.0
2025-03-04,Spectrum,Altice,32.333333333333336,100.0
2025-03-04,CenturyLink,Spectrum,32.0,100.0
2025-03-04,Windstream,Spectrum,32.0,100.0
2025-03-04,Verizon FWA,Cox Communications,31.0,100.0
2025-03-04,Altice,Comcast,30.333333333333336,100.0
2025-03-04,Altice,AT&T,30.0,100.0
2025-03-04,Cox Communications,AT&T,30.0,100.0
2025-03-04,Spectrum,Brightspeed,28.0,100.0
2025-03-04,T-Mobile FWA,Altice,28.0,100.0
2025-03-04,CenturyLink,Cox Communications,28.0,100.0
2025-03-04,Metronet,Spectrum,25.0,100.0
2025-03-04,Cox Communications,T-Mobile FWA,25.0,100.0
2025-03-04,T-Mobile FWA,Verizon,25.0,100.0
2025-03-04,T-Mobile FWA,CenturyLink,25.0,100.0
2025-03-04,Verizon FWA,T-Mobile FWA,24.0,100.0
2025-03-04,T-Mobile FWA,Verizon FWA,24.0,100.0
2025-03-04,Verizon,Altice,23.0,100.0
2025-03-04,Comcast,Astound Broadband,23.0,100.0
2025-03-04,Windstream,Comcast,23.0,100.0
2025-03-04,Frontier,Altice,22.0,100.0
2025-03-04,Cox Communications,CenturyLink,22.0,100.0
2025-03-04,Mediacom,Spectrum,21.0,100.0
2025-03-04,Verizon FWA,CenturyLink,21.0,100.0
2025-03-04,Cincinnati Bell,Spectrum,20.0,100.0
2025-03-04,Comcast,Windstream,20.0,100.0
2025-03-04,Google Fiber,AT&T,19.0,100.0
2025-03-04,TDS Telecom,Spectrum,18.0,100.0
2025-03-04,Comcast,WOW!,18.0,100.0
2025-03-04,Starlink,Spectrum,18.0,100.0
2025-03-04,AT&T,Verizon FWA,18.0,100.0
2025-03-04,Astound Broadband,Comcast,18.0,100.0
2025-03-04,AT&T,Altice,17.0,100.0
2025-03-04,Brightspeed,Comcast,17.0,100.0
2025-03-04,Consolidated,Spectrum,17.0,100.0
2025-03-04,Starlink,Comcast,17.0,100.0
2025-03-04,Spectrum,WOW!,16.0,100.0
2025-03-04,Hotwire Fision,Comcast,16.0,100.0
2025-03-04,Verizon FWA,Altice,16.0,100.0
2025-03-04,T-Mobile FWA,Frontier,16.0,100.0
2025-03-04,Altice,T-Mobile FWA,16.0,100.0
2025-03-04,Cable One,AT&T,16.0,100.0
2025-03-04,Altice,Verizon,15.333333333333332,100.0
